Sample,MP2/(H29/29Ts),C3-Dibenzothiophenes/C3-Phenanthrenes/Anthracenes,C1-Naphthobenzothiophenes/C1-Fluoranthenes/Pyrenes,MP2/Perylene,MP2/Benzo[e]pyrene,28S TAS/Tm,27dia S/Tm,Bsnh/Hop,C1-Phenanthrenes/Anthracenes/Pristane,C2-Phenanthrenes/Anthracenes/Phytane,C1-Dibenzothiophenes/C1-Phenanthrenes/Anthracenes,C2-Dibenzothiophenes/C2-Phenanthrenes/Anthracenes,C1-Dibenzothiophenes/Pristane,27bb R/Hop,"2,6,10 Trimethyldodecane (1380)/C4-Decalins",27bb S/Hop,C26 Tricyclic Terpane-22S/H29,Tm/Bsnh,n-Tetracosane (C24)/Hop,H29/Hop,Bsnh/H29,29Ts/Hop,Benzo[e]pyrene/Hop,Pr/Phy,nC17/pristane,nC18/phytane,Type,Date,,,
DC 4-3,7.45078697,-0.791190576,-11.9312078,13.74439014,51.01519224,-4.915027749,7.400309956,-16.4658773,-8.070308881,1.201224003,-0.740606378,0.831533255,-7.868957489,3.452198414,26.21129595,2.072051278,-4.76727999,19.33321935,-2.847971698,-4.238748092,-12.83132542,-6.464549154,-28.804663,7.873129798,58.55236156,33.19465206,Seds DC,2/23/13,,,
DC 4-4,20.1253665,1.944611136,-14.13498145,29.11150704,43.00553634,-8.273187483,4.272735196,-0.355292692,166.353444,1035.523109,43.17284161,14.35370082,285.0326232,0.935764081,-75.87921084,4.794753094,-11.66142782,3.851633274,,-2.200351878,1.813011906,-2.416038698,-17.72086048,126.7133611,,45.99950156,Seds DC,2/23/13,,,
DC 1-1,-8.967951205,-2.699052295,-15.89929545,3.001712643,12.35193022,-7.563014859,0.382786977,-22.01910003,45.92957709,137.3484128,4.646624207,1.720189932,54.18677107,-18.78019634,-29.86225126,-15.72034878,-17.63470244,22.52394714,-83.46582462,-5.294419599,-17.71910354,-12.47910816,-14.31069255,42.97594157,-16.06051447,-3.504632358,Seds DC,2/23/13,,,
DC 1-2,12.36533648,0.035549503,-11.37761446,20.43544769,48.32414321,-6.135703613,0.489413943,-8.917540269,-1.137745876,28.51256754,5.02051925,3.036568861,4.829432919,-8.240214471,0.368963944,-4.004806326,-10.35938537,9.827110992,-43.63349301,-0.422176458,-8.597418372,-1.026562798,-25.50733643,18.17361446,6.094517032,-2.252088105,Seds DC,2/23/13,,,
DC 1-3,19.45307898,0.231580656,-7.07254064,25.45773701,53.42032659,-12.61030565,0.758775276,-6.712274019,-14.50469848,-9.078072064,-1.007848925,2.23594812,-14.54812892,2.244060396,32.51097689,6.609519374,-0.896766218,17.71331139,-0.794947704,-1.550424058,-5.311551949,-3.681327009,-22.22019984,6.889146992,30.37328276,12.58495138,Seds DC,2/23/13,,,
DC 1-4,-18.99640787,-2.299628614,-9.133473782,-4.660034111,-19.02449575,-8.156560894,-0.326152315,-28.37124626,30.68672294,100.2024214,6.139019995,4.09123779,40.05064331,-8.261019657,-9.936071146,-7.638090549,-12.64620959,29.44177186,-71.89409762,-8.125766592,-22.09236727,-15.24892527,5.985913996,38.5852444,-10.70733669,25.92948922,Seds DC,2/23/13,,,
DC 2-1,-14.98373578,3.265675237,-11.47668231,5.451274736,2.540107938,-5.466860177,8.015197227,-20.99523207,5.04640507,74.42447804,13.55253109,0.658777915,20.43607136,-39.64414643,-44.89267075,-34.12725419,-18.32548964,17.7085955,-59.39133848,-4.091861556,-17.68401452,-13.52714776,-10.12623355,23.50527106,83.44066055,154.3444289,Seds DC,2/23/13,,,
DC 2-2,3.334466091,9.324217444,-10.06145841,20.44524324,36.24382856,-9.630501906,-4.516952728,-23.13275248,-6.582140656,174.6867755,46.11529267,29.36825668,37.81743107,-26.16909374,-68.6544876,-22.52743765,-15.40062664,32.96430528,-65.28411574,-3.94055914,-20.03726919,-5.499663424,-24.6498575,50.12214553,158.457398,247.8915386,Seds DC,2/23/13,,,
DC 2-3,-1.632974732,1.711373986,-8.661340983,9.62904878,21.22904378,-6.460799282,4.530836026,-25.81793942,12.0925031,-3.827408246,4.973843463,5.747118959,18.80541418,-3.956769096,2.632469674,-5.908508479,-14.92905358,27.55618068,28.54100482,-5.510775973,-21.54819288,-10.20449985,-16.55129811,-20.00265676,191.9101013,104.8084,Seds DC,2/23/13,,,
DC 2-4,-12.35417855,-3.950706799,-8.863504229,1.922961859,26.52106406,-5.581511199,6.028785701,-31.97769981,-0.591056241,10.23291219,-1.610528412,-0.838193074,-1.246464173,-1.476846865,42.85064244,-2.852864002,-16.79255368,38.66412094,52.25219832,-9.024593991,-25.28399322,-16.62253909,-26.12580947,11.7002077,97.02518761,109.0327554,Seds DC,2/23/13,,,
NOAA-MC20-SED-01 (0-10CM),39.43340697,-13.38913463,-17.77777262,26.52630498,-45.30906592,59.70859112,-67.45147621,45.83441034,,,120.692882,-17.07043573,,-87.19966153,-85.32233943,-78.29146111,1.776547517,-21.84844066,,31.31933827,10.97308669,32.58978963,146.7852055,,,,Seds NOAA BC01,9/17/18,,,
NOAA-MC20-SED-01 (20-30CM),14.66157263,-15.17384337,-30.70849886,353.2858059,-18.61824862,24.3072833,-40.63010525,10.08189039,,,108.6616645,-11.12640918,,-71.01158432,,-64.32545029,1.904852909,-5.861952809,,1.753662734,8.10659021,-8.623669824,53.34026847,,,,Seds NOAA BC01,9/17/18,,,
NOAA-MC20-BC01-GRAVITY CORE (65-75CM),-0.54587191,-3.230751463,-34.37027733,-23.95741394,-83.98712267,-48.64764662,-57.52397774,-32.50430961,136.3906343,251.2122478,-20.06438192,-8.461428519,90.78717181,-51.9375595,-65.96578458,-50.83072735,-30.69898336,76.18919191,8822.081791,0.187048526,-32.6789621,-1.562578703,517.8084018,16.34316814,242.473101,1276.829082,Seds NOAA BC01,9/17/18,,,
NOAA-MC20-BC01-GRAVITY CORE (140-150CM),-34.63464303,1.701493078,-47.34380311,-31.63903159,-93.38422046,-69.55586657,-76.27279637,-32.28882051,251.1372817,309.2049492,-44.26786087,-19.11665585,97.58829886,-65.9652854,-60.19617473,-69.44758376,-47.65983215,92.95986286,-66.48477963,17.2655961,-42.29996122,1.733901173,1013.065054,11.22918272,293.6472425,1430.527638,Seds NOAA BC01,9/17/18,,,
MC21 B1,-48.96233779,-17.75194722,-12.26447417,-7.640459725,-52.62365355,-17.92579418,22.91818791,-62.60150459,-36.02830773,-45.27515901,-2.180887785,-1.250424622,-36.81847223,3.509906802,47.29950625,2.841166696,-2.924645955,105.9358684,477.9709553,-13.35675618,-56.86738702,-22.67125958,17.97011225,-3.750214846,316.3225411,106.7499077,Res Oils,5/31/12,,,
MC21 B2,-87.7612188,-15.42270563,1.302511552,160.6269313,-96.05138012,6.310637439,37.79662409,-75.28578887,50.23509095,-5.228853767,-15.11294817,-6.808328742,28.7630934,32.93293886,41.27160876,23.44527965,26.19796026,215.5099875,3303.418577,-16.29522931,-70.49586523,-17.25876901,206.457387,-17.2754746,1078.717351,672.7491384,Res Oils,5/31/12,,,
MC21 B3,-90.3133453,-18.22789041,7.024365219,338.4656303,-97.64396867,13.28182678,50.68218627,-67.00037216,100.868607,25.69578777,-19.52111788,-8.895744071,63.21969793,30.01654411,35.14589391,25.0076336,52.50508793,122.6666496,3378.027718,-13.26067032,-61.98287051,-8.562708023,281.1838399,-18.06222735,1134.496062,610.6594105,Res Oils,5/31/12,,,
MC65 B4,-81.38758555,-10.26618923,12.17869785,173.7537438,-89.89714318,-5.588413556,21.84120191,-62.94546599,19.43150299,-17.05899685,-9.194946027,-7.628423896,9.498327429,27.49692583,39.31338844,19.40626642,18.84908306,127.7021049,2866.590991,-15.32901212,-56.26863121,-19.05993866,88.35564141,-13.87583657,996.5147531,632.6806645,Res Oils,5/31/12,,,
MC22 B5,-59.75462427,-14.40808599,-12.07149265,-16.89154547,-67.98278862,-32.33776744,8.652123468,-67.96655172,-39.93604749,-48.75444869,-5.354816875,-6.133623926,-42.60276254,9.406189922,46.9550511,3.845648072,-8.640472785,160.2616236,621.6186714,-12.22711806,-63.53051129,-16.12601733,28.56258436,-5.74154284,349.4614771,130.0081995,Res Oils,5/31/12,,,
MC21 B6,-46.95079561,-12.63701857,-8.873263625,34.25493899,-58.29655439,-24.63589797,14.79386356,-75.77329371,-42.72073092,-52.89140476,-4.648036491,-0.613438902,-44.8550592,16.51798059,61.15602296,10.07541356,-18.78349092,247.0364608,1166.345802,-12.45141326,-72.34767987,-14.81196776,27.76929773,-4.723520179,575.4330603,341.1542616,Res Oils,5/31/12,,,
MC22 B7,-50.86329917,-10.91453848,-8.098033454,17.1168065,-56.24618868,-28.28551339,9.768198825,-67.51567901,-45.79800545,-54.75209425,-4.871736112,-1.89536394,-47.94009085,14.07856304,72.88530167,8.188904921,11.73136481,175.647752,1099.640485,-13.7982772,-62.34313258,-22.65779054,22.33155408,-2.158845124,587.4159599,351.4453387,Res Oils,5/31/12,,,
MC22 B8,-49.25209059,-13.73147007,-5.56784665,26.27129428,-60.94698881,-29.00265825,19.11754068,-70.42599687,-42.87553386,-53.56649722,-5.577734678,-2.818476999,-45.54031353,14.83043365,61.20549234,6.420271707,3.197852394,187.9377792,1090.460628,-16.62253999,-64.55558642,-17.25350366,27.97103872,-5.917709541,557.0227357,321.664353,Res Oils,5/31/12,,,
MC22 B12,-55.80825754,-13.73147007,-10.08016514,-15.50582569,-65.65962273,-29.61361051,13.10772514,-61.9608339,-37.60183994,-47.00785648,-1.896999982,-6.154623115,-38.19371517,15.8574761,39.72434239,9.619386156,-3.44388622,117.5611479,469.6578981,-13.76453628,-55.92103116,-19.17433375,34.19047554,-5.702613538,254.9835339,81.39066323,Res Oils,5/31/12,,,
MC22 B13,-53.59223674,-15.1692789,-12.96761016,-16.52959809,-56.88521849,-31.82927711,4.530836026,-59.94242322,-36.23980426,-44.20819221,-2.95873629,-4.506606741,-37.52810902,12.82557766,50.23992871,9.781170099,-6.407579682,129.8435438,491.7091468,-11.50540482,-54.76711707,-23.38287376,21.50785495,-4.207243687,298.0883909,148.1369246,Res Oils,5/31/12,,,
MC65 B15U,-86.55597519,-11.73836955,5.732434423,295.098345,-95.59833364,1.212028214,39.37444803,-71.1647436,82.90441206,17.76613023,-15.69809193,-8.01452731,55.68262762,37.17531219,23.01635055,29.31399134,1.67366029,186.8880465,3792.821658,-17.82587525,-64.93490079,-17.39118502,196.9408159,-16.57184582,1112.925566,716.4840085,Res Oils,5/31/12,,,
MC65 B15L,-88.76249439,-15.02280773,4.601106257,202.2570315,-96.67053956,12.53198191,52.16727177,-67.13089655,53.609919,0.626523175,-13.97841955,-7.576828533,33.41517936,43.77191762,42.63037388,31.32142495,39.70062267,131.7168004,3796.314373,-15.50110402,-61.12922808,-4.062033226,190.5397812,-15.88015831,1099.116167,715.5433587,Res Oils,5/31/12,,,
MC21 A19,,-0.791190576,3.456826932,,,-9.639746867,8.772667053,-11.30586591,-43.79872131,-43.03373724,-5.167546413,-3.664513326,-46.18767572,5.119801551,,4.94900546,-28.27701347,23.01015327,278.1358496,-1.59610891,-9.932321667,-10.87271782,-18.61605365,-3.138182031,97.24716575,28.20034886,Res Oils,2/21/08,,,
MC21 A21,,8.169605114,-2.017291012,,,-9.600832029,-8.272165596,-12.18867899,-46.7523395,-44.45856488,7.103783427,8.105728218,-42.41837583,-25.92244125,,-21.64482537,-4.666816332,16.84239314,156.7148283,-9.949156078,-2.557354763,-15.41957227,-51.01587035,-4.464116022,99.66227268,26.5062655,Res Oils,5/19/08,,,
TANK 131 8-1-10,,-5.56325989,-7.116423642,,,-15.3639258,10.23825121,31.51049666,-30.63471109,-19.07938826,-1.885914898,5.101122097,-31.28490919,20.4536178,-12.16535268,24.44879985,-7.618192199,-8.745185206,11.18978312,5.720906412,24.30422254,16.05009821,-23.31770874,6.126926636,5.30063737,-46.16225507,MC20 Sampled Oils,8/1/10,,,
TANK 131 8-19-11,,-9.223939377,-10.79019938,,,-11.31308489,14.86609099,13.14600428,-22.1609214,-9.475181402,-4.31849552,1.473055456,-24.80235345,19.07543943,-8.698570289,17.60836896,-20.05881089,-4.194015238,21.141483,5.318063315,7.355104479,4.417050325,-25.59019711,5.81189037,53.46671978,6.642990869,MC20 Sampled Oils,8/19/11,,,
TANK 131 6-28-10,,-7.722810448,-10.40962651,,,-13.75820738,13.20618432,7.561684053,-23.08212438,-13.34095188,-3.172570905,2.20179288,-24.80235345,17.77480375,-8.026112487,26.13768449,-11.89552184,4.759529673,-17.32912309,3.102562376,4.249618904,5.813933941,-26.9604032,3.877828694,4.340138098,-25.70160136,MC20 Sampled Oils,6/28/10,,,
TANK 131 6-21-10,,-3.4485694,-10.73025356,,,-16.68745288,9.313292576,21.17332828,-33.48522638,-16.68996013,-4.92243063,3.787313984,-36.14796328,16.42381072,-9.777996059,18.52880229,-15.94042923,-2.363729627,,1.902276636,18.82545657,8.165354696,-29.78941416,14.60070133,,-68.72073977,MC20 Sampled Oils,6/21/10,,,
TANK 131 7-6-10,,-9.037766674,-10.01419314,,,-12.72717336,11.63042645,5.880865461,-25.97706482,-11.507165,-2.056950526,2.184673938,-26.79875115,18.13008219,-5.721923931,19.26932249,-15.66222421,4.314537841,14.28032985,0.168999074,5.625916434,6.574687715,-9.895614447,10.47712605,42.19200284,1.484353076,MC20 Sampled Oils,7/6/10,,,
TANK 131 8-10-09,,-8.237856658,-5.737139002,,,-13.98205903,14.70517073,11.07459569,-28.0637123,-22.97860333,-5.189809011,0.841777239,-31.13768631,19.25488413,-1.042654161,18.32081884,-16.85327873,-0.899748641,151.1955885,2.157606775,8.650160572,4.113374707,-0.489836506,5.520547846,36.32018427,1.329309929,MC20 Sampled Oils,8/10/09,,,
TANK 131 6-22-10,,-8.174171742,-7.762979561,,,-13.40475741,16.35277581,12.77782407,-26.65319685,-11.9948989,-6.137910921,3.961629257,-30.48957042,21.82083883,-9.717877882,23.89903929,-14.69952686,1.992907345,9.960292593,4.826030608,7.508031978,11.31580192,-23.194787,8.871588532,15.59666294,-18.20359783,MC20 Sampled Oils,6/22/10,,,
TANK 131 6-14-10,,-6.218368334,-11.6740104,,,-14.57813469,14.44568497,1.190198636,-28.26695435,-17.19518897,-0.516466199,2.31434992,-27.94750217,16.05273097,-1.087494208,17.51081064,-29.31316783,6.265961842,-4.34774572,4.434577418,-3.176567163,0.119997735,-26.54404689,4.075691225,10.25116305,-27.04085148,MC20 Sampled Oils,6/14/10,,,
TANK 131 6-5-10,,-7.950589194,-13.2615442,,,-12.25015418,15.26266852,-3.072032285,-33.76454556,-10.13004707,10.91732356,4.194141126,-25.82313598,11.70575113,-2.767543538,10.82318912,-17.31857776,5.956243592,52.49967586,-4.2977165,1.207605127,-10.73732865,-27.03504765,13.60165018,73.04447787,19.69792687,MC20 Sampled Oils,6/5/10,,,
TANK 131 4-17-10,,-7.805954878,-8.662467841,,,-14.39039432,15.85076071,14.87533825,-37.26953272,-18.24618102,10.94952578,4.813116222,-29.72796349,19.83722835,-8.846201676,21.6404793,-9.295216064,-1.885120458,36.63897536,3.090633936,11.35095204,6.253908719,-21.39371086,7.719348397,38.33520454,-12.32456317,MC20 Sampled Oils,4/17/10,,,
TANK 131 7-27-10,,-5.126794072,-12.13507074,,,-12.71420524,13.90026662,27.58356141,-31.42514194,-18.01234171,-0.596308521,4.693753407,-31.17503536,22.40098262,-14.31414073,23.78273857,-16.50538993,-7.826389246,2.019380021,5.290684999,21.08521341,17.3709168,-18.81141064,8.956300319,2.548442666,-43.09852709,MC20 Sampled Oils,7/27/10,,,
TANK 131 7-2-09,,-10.73519711,-14.09815468,,,-10.86223734,23.05391681,2.324143882,-28.35150089,-23.43907402,-5.090421776,0.667912106,-31.34127924,21.99303034,0.275021349,22.89416435,-18.83587219,5.567508023,148.4500428,3.46409335,-1.17318367,5.303837376,-10.62340153,5.859498042,33.804406,1.712279753,MC20 Sampled Oils,7/2/09,,,
POT 1-1,-8.670130564,-6.302791099,-11.11811554,-1.064087253,18.68732596,1.432433683,9.936480506,-37.21018444,-0.486147058,10.08435031,-5.424248756,-0.193354734,-4.974118293,-2.337508892,51.64200688,3.152595314,1.023195927,44.21068578,36.90297217,-6.585253435,-32.83235692,-13.03505482,-19.21537337,18.18552963,96.79424459,91.56726544,MC20 Sampled Oils,2/25/13,,,
POT 1-2,-5.855338275,-10.11851454,-10.25587862,-1.151975128,39.25975331,-7.792102802,7.43447036,-27.27733226,8.015444341,14.8916753,-5.708195666,-6.854645876,2.834388441,-5.053341612,46.80123676,-3.950571754,-23.87056715,18.3402026,27.97638573,-9.741914198,-19.48625552,-15.36213771,-29.54034232,11.11959732,119.5340391,92.13242069,MC20 Sampled Oils,2/25/13,,,
POT 1-3,-8.719869304,-13.61991593,-7.164609418,-0.763841077,34.97302065,-8.494100504,8.492308926,-29.03890707,8.338626434,14.75666746,-5.555664807,-6.660593055,3.308916285,-1.802620163,44.44936589,-2.610903514,-18.76590558,23.03446358,58.54688723,-7.559236707,-23.29156637,-14.80126171,-28.28522114,10.45890852,123.7810995,87.19953056,MC20 Sampled Oils,2/25/13,,,
POT 1-4,-13.30486946,-10.4486853,-11.79146488,-0.884026028,25.62144062,-5.904382072,7.658530332,-36.01797275,9.723275189,15.19426453,-4.971263486,-6.639413249,5.276705167,-4.960205837,44.72766064,-5.535868909,-17.60629041,32.89282154,57.49325285,-8.126102709,-30.40914079,-17.16450685,-25.19069313,8.60889812,128.57485,83.78224466,MC20 Sampled Oils,2/25/13,,,
POT 2-1,-30.78196669,-4.673274423,-7.52446726,-9.432657693,21.52109433,-16.21108472,-4.083279165,-29.40580058,-8.268744242,0.552795108,6.563298559,0.884808105,-1.303088906,-15.80201992,19.0234798,-17.67191865,-14.64872253,21.90824891,1170.422515,-6.465963649,-24.58014678,-15.36213771,-38.47925411,-2.026805779,246.5501617,108.1150506,MC20 Sampled Oils,2/25/13,,,
POT 2-2,-32.75147668,-3.210917635,-8.949816811,-11.89325077,3.917130246,-21.11406473,-9.969300649,-27.95694846,-7.737832602,3.542947241,3.544555195,-1.134448392,-3.543947045,-17.15233947,15.56316547,-19.35393256,5.777102895,24.42082017,1179.223043,-9.603384891,-20.36091291,-16.02952728,-31.91205978,0.145269426,232.3578617,121.9774047,MC20 Sampled Oils,2/25/13,,,
POT 2-3,-30.85138113,-4.514258479,-11.54138879,-12.70492267,15.40584256,-14.5749634,-11.57256304,-33.98099392,-9.899619634,2.805243403,4.256733655,-1.46356993,-5.156121472,-16.65167735,16.23091162,-18.24500763,-9.088160497,35.50882197,1208.56188,-6.425296677,-29.49874232,-13.77676011,-36.44659064,0.629285688,234.245519,113.1642808,MC20 Sampled Oils,2/25/13,,,
POT 2-4,-31.16697194,-4.656468865,-7.982917075,-10.90137929,4.578666617,-14.08507919,-2.390958952,-35.79120555,-4.26221209,-0.500901847,1.095463519,-0.52341571,-2.277712782,-20.53655679,15.82068261,-15.42660734,-4.741877824,38.22021246,1221.799896,-6.465963649,-31.40204305,-14.44548216,-29.6717969,-5.088468098,247.2077521,107.4522638,MC20 Sampled Oils,2/25/13,,,
POT 2-5,-34.15495672,-6.60258527,-7.507170167,-13.84854783,11.44724283,-18.54255498,-9.790001272,-33.0701966,-7.28606195,1.154907653,0.765494341,-0.12170603,-5.673127576,-18.11515124,16.49620141,-16.2943009,-6.022795552,34.16845886,1003.792477,-7.058092642,-28.03947716,-17.68735371,-34.79997028,-0.277284454,230.4565009,115.4057052,MC20 Sampled Oils,2/25/13,,,
POT 3-1,-36.45832257,-5.770783327,-6.293304756,-10.62786666,9.582469546,-14.75359297,-6.215324687,-35.34514041,-8.535008418,1.084347589,6.181382246,-0.851876647,-1.942268902,-20.72849748,15.81873148,-21.52155305,-3.029705862,29.99761338,1672.103451,-8.539576595,-29.35941177,-20.21466411,-35.03540429,-2.614535599,224.2078689,106.6030682,MC20 Sampled Oils,2/25/13,,,
POT 3-2,-31.74673729,-5.357286407,-6.385086403,-11.82102836,10.81093737,-17.74395258,-7.994645415,-32.14648963,-6.488522698,2.660189017,1.303375072,0.014027293,-4.353870619,-19.38904045,13.26291743,-19.04405334,-12.21663882,28.23868348,717.8194275,-9.594332443,-24.99969926,-17.13138148,-34.32571327,-0.277284454,237.966876,120.0452127,MC20 Sampled Oils,2/25/13,,,
POT 3-3,-33.05994511,-4.070820639,-6.019471975,-12.2341283,13.27836055,-16.69808879,-7.489040868,-34.80838821,-6.276841024,5.369695472,3.62024566,-1.778224076,-1.944919039,-20.79037999,12.5223522,-19.16470303,-6.988531649,32.11628247,613.7704127,-7.347451756,-29.68941815,-16.65948081,-35.79197759,-0.714664785,221.8543093,117.8359235,MC20 Sampled Oils,2/25/13,,,
POT 3-4,-40.65231049,-5.104617072,-8.936690764,-19.7825709,1.949803129,-17.43045118,-7.35941733,-32.83676445,-8.707904469,2.679930412,6.323630999,-0.582220717,-1.996509827,-21.91165423,9.873046494,-19.48343432,-6.723246765,32.03380001,743.1606849,-8.482451995,-26.66461508,-16.85797363,-37.37464319,-0.277284454,227.5015993,108.5062035,MC20 Sampled Oils,2/25/13,,,
POT 3-5,-37.63749432,-4.621646538,-10.53544915,-16.18305964,16.26538765,-14.9239722,-8.522034107,-26.52944261,-5.481629392,5.514003438,3.092687674,-1.35283108,-1.616412434,-16.52559013,16.6838025,-18.96818085,-13.50476881,19.85891635,28.26770078,-8.272220066,-19.96152712,-21.38497416,-38.83296181,-1.101439128,230.5816739,108.1479161,MC20 Sampled Oils,2/25/13,,,
DSUH 1-1,-35.91238985,-7.227556288,-6.797481584,-0.241947974,18.31057085,-18.33294195,-8.313951955,-32.43668969,-10.8041172,0.019495425,2.098209149,0.308186196,-8.052166781,-16.15896224,61.7180809,-18.14023894,-15.76592458,31.3886213,1331.028045,-3.651777455,-29.92654121,-14.60629892,-40.26657523,0.19758562,227.3242118,120.9163039,DSUH,2/22/13,,,
DSUH 1-2,-29.86416784,-4.728048093,-7.491802125,9.965242265,32.35654299,-19.46286081,-5.535096332,-30.30524069,-14.76299244,-2.840930149,1.848899568,-1.624512377,-12.34774324,-14.33882564,63.02630562,-14.45279298,-15.95810355,26.35282048,1463.354712,-4.034165081,-27.42787864,-15.51318647,-41.17373535,1.790331658,220.1766751,119.3221726,DSUH,2/22/13,,,
DSUH 1-3,-32.90704838,-6.384878767,-3.743476377,2.445758371,28.69931556,-20.65803414,-9.704417427,-29.7605453,-5.813957312,1.690118805,1.708427036,-0.030353932,-3.278715698,-18.10530813,53.69020614,-18.60746502,-16.30105871,24.43838381,1441.321434,-3.980759785,-26.90137501,-14.44548216,-42.81725542,-3.624458934,247.9417333,104.63542,DSUH,2/22/13,,,
DSLH 1-1,-11.34121758,-6.467988935,-8.429111305,2.128306539,20.02798474,2.511502126,7.982633103,-27.69657602,7.580111464,16.54814085,-2.86066662,-1.758770368,5.51292814,-5.629163664,45.01482604,-3.153939837,-13.30563136,18.59431396,26.51149346,-10.47874634,-19.29154191,-17.23711497,-21.91298877,15.29684425,110.3848718,92.09583101,DSLH,2/23/13,,,
DSLH 1-2,-12.72322632,-3.501813784,-5.917567974,-0.305521636,8.354920545,-1.83329328,6.342089866,-34.81362659,6.700834337,17.59850616,-1.628461969,-1.797574308,5.978030367,-3.006951112,48.73315492,-2.583198115,-10.29547251,40.59848162,27.47723005,-5.521724152,-31.05366224,-14.54111289,-12.96903682,16.928822,113.5281338,97.08041569,DSLH,2/23/13,,,
DSLH 1-3,-18.35724235,-4.344123145,-10.77433069,-3.522928398,8.504240184,6.288241678,12.41135388,-39.09859994,2.341519298,15.08396948,-2.724744045,-1.933576826,0.515447144,-6.84959854,50.33818896,-4.712139332,-10.66885959,39.73903661,23.07393706,-6.34110891,-35.02225927,-16.23284561,-17.77663951,18.4058496,101.6403601,82.43245813,DSLH,2/23/13,,,
2 (SPLIT),,-2.594987111,-5.787414258,,,-26.23368224,-12.72504802,6.093136643,-30.49711265,-17.11295977,3.823773798,2.31434992,-27.14183579,-0.031996819,-12.08378399,-1.406315739,7.070757057,8.302417557,11.89075582,4.626887926,1.328198981,7.232894741,-21.1714448,5.837787726,49.67342932,-0.206819865,MC20 Sampled Oils,9/24/12,,,
3 (SPLIT),,0.149177286,0.220934933,,,-33.25992864,-21.1285638,-8.66935918,-38.82991222,-25.46444202,5.640312478,3.093545321,-34.75498314,-16.35312234,-10.44139315,-16.82780066,-7.924235004,13.84915596,8.035805057,5.880467532,-13.80402308,3.863323543,-39.05511482,3.528926063,26.74862316,-5.793206539,MC20 Sampled Oils,9/24/12,,,
4 (SPLIT),,-1.925005541,-3.665040487,,,-32.42438434,-19.29247079,30.91084188,-35.63411018,-21.15580316,4.246902751,4.617723085,-32.25183993,0.424814516,-13.92536641,-0.228391632,1.361127655,-1.662058266,7.628122774,6.386334209,22.96347073,12.75728013,-33.70968492,6.81011575,4.822374365,-33.19056128,MC20 Sampled Oils,9/24/12,,,
TAMUGER6 (L5691),-63.43001694,-7.967998066,19.57909445,-16.44204787,-65.63540388,-12.73966339,-3.144392794,-36.19744548,-23.13888335,-35.94121475,-6.461724188,-1.65577212,-27.41036432,-15.0662473,40.52782645,-18.27247906,4.489048381,45.07175685,693.3737381,-14.70047895,-25.2557452,-28.4712977,24.03058152,-9.675236704,323.9671818,205.9229476,Res Oils,1/1/06,,,
TAMUGER6 (L5686),6.88692914,10.36603115,6.473877155,26.94098675,79.76830578,-20.82720678,-20.75567097,-3.362549483,-48.91978601,-48.98316675,10.28174138,14.7160893,-43.12323461,-14.35846602,16.61626336,-11.51193046,1.196477566,19.72517677,273.3106786,-0.651857449,-2.798704387,-8.735481975,-36.74158881,-7.35220684,238.3219119,136.5432297,Res Oils,1/1/06,,,
TAMUGER6 (L5681),-81.67711951,-14.78419222,21.28863158,-46.91688465,-87.14316067,-7.631741242,4.910948157,-62.70955992,-1.674803641,-17.97585004,-11.91419159,-4.411017759,-12.55211028,-1.105126624,37.47021241,-3.088821654,40.21995584,138.1972623,98.78874983,-14.83218429,-56.24694915,-26.92645885,62.33938847,-4.81013516,-46.21140937,-28.90105393,Res Oils,1/1/06,,,
20200609WLB1A21,-4.133708826,3.430460889,3.641781194,-2.980675152,34.5751306,-13.81711571,-7.91331112,-7.939744098,-39.95243646,-36.33314301,7.370130867,8.70899679,-34.90352985,-10.25546331,7.960481487,-13.34448908,7.239541343,20.9531273,166.660197,-0.929038156,-7.143536338,-2.407198771,-29.32289864,-3.167797948,112.1288611,53.12295863,Res Oils,5/19/08,,,
20200609WLB2A19,-44.85763211,-4.158591418,5.338068597,-35.18397803,-15.58065094,-2.064904219,0.050943053,-40.04280769,-20.14898306,-15.70424362,-1.051954339,-1.5833396,-20.2251054,-4.465493201,7.724887572,-4.38012588,21.51570378,48.57234535,198.3610595,-14.91022094,-29.587424,-25.17885239,-27.39852212,0.597476209,257.3632358,187.207607,Res Oils,2/21/08,,,
ROV-1,-14.351058,10.85832871,18.6629457,4.179752401,-22.77281287,-3.038844398,-2.976903578,-3.477357989,25.9037074,6.034715299,-0.209073954,3.797166586,26.85516026,-10.24731097,16.23286282,-10.51001254,2.160253543,5.512620565,-13.81121343,11.67193864,-13.62829616,9.89139759,10.14915325,-14.41707248,140.7238463,-27.07366893,MC20 Sampled Oils,9/26/17,,,
ROV-2,-21.5872607,9.047699615,9.244684494,13.50855348,-16.92560204,-17.60331463,-24.61109402,-7.400878057,14.63759858,-0.837579282,3.383647708,5.603186356,19.6623419,-13.75077503,16.24125963,-16.47933326,-12.2101146,26.929774,-24.42712767,16.1302219,-20.32025155,6.25334085,0.825666872,-12.45715811,140.9720153,-28.67199924,MC20 Sampled Oils,9/26/17,,,
