Sample,MP2/(H29/29Ts),C3-Dibenzothiophenes/C3-Phenanthrenes/Anthracenes,C1-Naphthobenzothiophenes/C1-Fluoranthenes/Pyrenes,MP2/Perylene,MP2/Benzo[e]pyrene,28S TAS/Tm,27dia S/Tm,Bsnh/Hop,C1-Phenanthrenes/Anthracenes/Pristane,C2-Phenanthrenes/Anthracenes/Phytane,C1-Dibenzothiophenes/C1-Phenanthrenes/Anthracenes,C2-Dibenzothiophenes/C2-Phenanthrenes/Anthracenes,C1-Dibenzothiophenes/Pristane,27bb R/Hop,"2,6,10 Trimethyldodecane (1380)/C4-Decalins",27bb S/Hop,C26 Tricyclic Terpane-22S/H29,Tm/Bsnh,n-Tetracosane (C24)/Hop,H29/Hop,Bsnh/H29,29Ts/Hop,Benzo[e]pyrene/Hop,Pr/Phy,nC17/pristane,nC18/phytane,Type,Date,,,
170321-7,-9.490333119,-9.33841108,8.125787798,0.239037825,-24.26604325,-32.49541936,-15.19544167,-6.64582977,28.96947517,14.98591627,-11.97845424,-6.973445098,14.61843923,0.42255346,-16.58943622,-4.908888044,-30.04243507,13.31284969,-2.019701436,-2.671814027,-4.152357389,3.873078716,9.443245237,-17.38300573,62.93874408,-3.668536715,Group 3a,3/21/17,,,
170321-8,-20.14478104,-8.929413224,3.625454683,-5.780787389,-3.556568591,-34.38124475,-21.48284201,-18.60579464,9.677133355,13.76582041,-7.70027604,-5.497360222,2.210393366,-6.048589603,-22.22796276,-6.369132393,-31.3286424,29.16066094,15.33097643,-4.963963334,-14.41621042,-14.86985973,-9.659053473,-4.89407684,117.2321288,45.51852087,Group 3a,3/21/17,,,
170321-9,11.31291309,-2.815860156,9.93626316,13.33623329,15.26427745,-37.75182562,-22.91987048,11.7658717,-6.807538399,-2.662688276,-4.098335592,-2.990838594,-9.762824143,3.430436624,-21.56425961,-1.67532296,-36.90101987,8.8432536,-11.81773129,7.70421693,3.696200499,10.32866179,-7.86085212,-7.819338571,49.4428077,-20.84432106,Group 3a,3/21/17,,,
170322-3,28.806446,-0.975251447,10.97722586,29.46111117,42.05795146,-33.7622355,-16.37533118,26.6876867,-13.9901769,-7.20776659,-2.324256177,-1.329722816,-15.17705469,1.254356163,-25.50603535,2.86167341,-28.42503747,-6.678188953,-11.0072325,2.442894161,23.57735863,11.66482205,-18.70075187,-7.664152272,-6.390685733,-60.26225007,Group 3a,3/22/17,,,
170322-4,-53.3635409,-18.78372024,8.762534052,-30.79231195,-69.74369838,-28.71580031,-12.73947601,-20.55874163,156.9463416,73.06875989,-19.70431157,-12.59926719,108.3114929,7.614036573,-25.00153475,7.222918812,-31.80514024,26.90457952,-18.69935862,-6.986470938,-14.65337848,-9.165006001,54.25941383,-31.38736238,104.9166174,9.138890656,Group 2,3/22/17,,,
170322-5,27.86136882,-2.405800494,14.3103095,35.14610994,32.18872773,-36.75791329,-21.5580996,21.88611257,-7.229223745,-5.55530216,-3.371807832,-3.790543996,-9.490615468,2.853109155,-27.351914,-0.255346997,-31.1583037,1.592772833,-7.603137567,4.67758416,16.35548921,12.61922224,-12.13111566,-18.37511061,29.13767005,-56.90413036,Group 3a,3/22/17,,,
170322-6,-6.089855141,-7.001207654,7.124422043,7.646631027,5.892764021,-32.73891535,-19.79394972,-8.207269628,3.284523297,4.245342454,-6.54652949,-6.202298095,-2.543850074,-1.422920673,-17.4546451,-5.16589105,-38.41843021,16.33788466,15.73922768,-4.978068868,-3.468117092,-7.544375391,-10.91886136,-15.20177249,100.4609218,5.540905249,Group 3a,3/22/17,,,
170322-7,16.47182836,-3.501813784,7.884786555,14.40377371,32.15713282,-33.97797223,-19.17037431,11.70746257,1.921146333,1.871708303,-1.900996031,-3.339384211,0.950265228,3.237305611,-28.78260155,-1.158437211,-41.49003661,1.577757643,1.896662242,-4.095693896,16.39395384,5.649881331,-21.810507,-13.33621149,64.98133403,-34.83648653,Group 3a,3/22/17,,,
170328-01,-34.30724237,-6.327730468,16.89855805,13.95202095,-56.56729509,-0.089888464,13.56436507,-9.147697033,122.452233,74.5354443,-24.33031345,-10.58241688,69.95630137,9.069489504,,7.310828235,8.359229895,-3.405951908,-11.32509292,-4.383390579,-5.051317552,-10.86933063,58.58269908,-50.03210086,-2.637355799,-52.10374128,W,3/28/17,,,
170328-02,58.69668392,6.916762036,4.400140352,51.67982186,51.24065079,-14.76928851,-0.866756234,11.4640912,-29.67946876,-29.9390147,4.256733655,7.844855322,-25.97731668,5.519763048,7.164144953,6.971388299,3.949186919,1.155824259,-7.716230422,7.257825978,3.846611736,7.746109135,2.088242306,-11.96891317,31.54891249,-39.03275763,Group 4,3/28/17,,,
170328-03,9.447657503,1.381265105,1.552095287,15.4697841,15.10376192,-3.224127235,9.186289581,-3.572783241,-22.14789917,-13.78042061,1.475145692,2.424721387,-20.23569476,2.567617549,11.22982882,2.351446855,0.776788408,-5.578202367,26.95884669,-0.741119033,-2.922943709,-9.604667861,2.044438669,0.128092439,91.57233516,14.87226577,Group 4,3/28/17,,,
170328-04,32.99212995,2.957253105,-0.853320009,27.26140936,38.71329494,-14.48991083,2.382583255,6.223372195,-22.09677485,-21.06304528,2.139657126,4.025292227,-19.66063403,6.262980825,2.937114791,7.73836511,-14.11527705,-0.415258523,3.183199757,8.241415064,-1.935241101,8.165354696,-6.230380376,-10.24955601,83.6768127,-6.230964951,Group 4,3/28/17,,,
170328-05,-72.70647181,-1.947470406,256.4916293,2184.048605,-39.27268367,-39.97592457,27.83682816,-9.018838673,77.90493373,-38.83680215,-57.08969958,3.490376931,-22.92241229,11.51166171,,12.64742115,-29.92692207,-10.42593477,-0.246620459,-3.087423516,-6.188154855,-0.664470177,-57.14513453,-71.03027258,,20.44205896,W,3/28/17,,,
170407-1,-3.228605195,-10.81874766,8.089935838,4.170847655,1.891292497,-18.4742519,-1.089101395,-11.68916263,-10.59584985,-15.0887508,-5.588333203,-6.46712123,-14.77600058,0.240093512,15.2803635,-0.858641269,-7.92786032,7.805617477,55.2079044,-3.638953154,-8.420380444,-7.187147261,-3.627675238,-11.35758618,166.3679674,30.22041996,Group 3,4/7/17,,,
170407-2,-0.454804911,-9.581844575,7.397584812,15.2952277,13.8494707,-20.22741289,-4.549620437,2.780948096,-19.84242228,-24.49508679,-4.431327483,-6.986954618,-22.65384927,12.84055716,10.21982941,9.474518785,-15.66723419,1.082256387,30.89555511,-0.265057254,2.979699083,-5.033393943,-10.25407674,-18.5597823,105.4838606,-29.14367407,Group 3,4/7/17,,,
170408-2,-7.661160784,-11.35509158,7.192360935,-1.791094743,-0.799325781,-18.21560422,-0.959672533,-1.514604355,-12.98264865,-19.21502293,-4.492550207,-5.041583734,-16.08846308,8.280839062,-14.65486114,2.681982165,-2.994383996,-2.890408711,21.17512096,-4.683301849,3.249792128,-9.615251556,-4.061562503,-10.63310491,147.4233419,-12.81804593,Group 2,4/8/17,,,
170408-3,19.94579136,-8.889868896,8.159817807,15.78998671,21.47671181,-20.69806966,-11.01859083,1.288680581,-28.61854005,-27.50144873,3.893469775,-5.382692918,-25.12234344,9.773258967,0.305639676,3.625760529,-4.224762303,7.104502431,9.825544513,-1.924323674,3.201484365,7.375826559,-11.85538275,-9.167293979,96.01120035,-37.13287515,Group 3,4/8/17,,,
170408-4,-1.106539708,-10.64000701,1.066310253,3.870095858,7.825776096,-23.30135657,-10.89990644,-6.257458454,-22.55752705,-23.31532252,1.277969836,-5.078994713,-20.80955806,8.300503446,5.03208343,5.729917539,5.014084577,11.25405577,14.69128699,-1.857517431,-4.552177278,0.167212271,-12.17352528,-11.96354018,124.2744201,-22.27789337,Group 3,4/8/17,,,
170408-5,-21.480052,-12.03159755,6.06982042,-8.513130923,0.601648735,-21.31592772,-13.89756321,-15.68224767,-14.3807637,-15.21694067,-1.700793982,-4.062016084,-15.02328731,1.59694609,-3.586764439,-6.480110963,-1.377921801,20.97610472,21.64429032,-5.882586249,-10.47684529,-14.62663076,-15.90474598,-5.770484886,155.7030104,37.02835945,Group 2,4/8/17,,,
SLICK OIL #1,1.931468085,-0.309594413,13.49220029,7.875798198,9.15963965,-18.26624472,-27.3052221,22.13384857,-15.14182358,-22.13875978,-6.381708555,-0.826880121,-19.78917702,-12.30417404,27.26466295,-11.01128479,17.15204301,0.34288774,-60.78174254,3.752439712,17.63161679,11.79285135,-15.30076484,-16.2775709,-80.00971825,,Group 3,8/15/17,,,
SLICK OIL #2,-21.25905693,-4.499931115,17.29139141,-10.0039326,-21.50952864,-13.88318417,-22.99754252,5.751268318,-0.670473854,-13.10942527,-11.52321655,-5.490192968,-11.26677707,-10.99340068,9.648865664,-11.9426545,12.17596467,5.878983831,-61.75867623,5.23470909,0.418313113,5.318897993,-2.031740692,-20.85498766,-76.19811948,,W,8/15/17,,,
SLICK OIL #3,-18.93576086,-3.408209529,13.09066701,-4.160344101,-26.11800925,-16.30834543,-21.98329714,1.832200883,9.738828374,-6.887221651,-9.509268402,-2.932539819,0.26352873,-7.952138097,21.6040594,-13.38279832,-6.461310863,12.53558188,-12.0297079,2.0237013,-0.259762808,5.391884062,3.808674767,-19.35467351,-10.39234275,,Group 3,8/15/17,,,
SLICK OIL #4,-7.158447613,-0.566227289,10.5262955,-1.896178775,16.45446729,-12.64292244,-17.43801026,17.23414931,-15.68256181,-19.62461612,-6.172271661,-1.486968156,-20.12200201,-9.977389541,23.41770497,-14.05999908,-4.653875234,-2.629803876,-33.54935843,3.010127265,13.72620688,3.030923302,-22.09818241,-11.642741,-22.78960517,-49.81339474,Group 3,8/15/17,,,
SLICK OIL #5,4.17527319,203.8703394,10.48024153,3.500041483,14.60062838,-18.32494165,-23.42324361,18.60298495,-12.03245626,-86.11464122,-9.104388172,489.4336134,-19.26832752,-9.255964433,21.53182726,-10.67427632,5.164966883,2.59790729,-54.99030035,4.285533283,13.64697873,12.40713331,-17.57539752,-12.07653706,-56.51135226,-67.89278672,Group U,8/15/17,,,
SLICK OIL #6,-0.120179627,-0.022130037,12.40167812,7.440815141,17.14435334,-18.31796267,-25.8646553,6.288784178,-26.07851402,-29.34032186,-8.008764422,-1.5833396,-31.34127924,-10.90483451,3.903183502,-14.47753499,-3.434971998,12.7133108,-37.24981632,3.104657147,3.013821498,8.491153957,-20.80653135,-15.67564494,-24.55665022,-68.33243727,Group 3,8/15/17,,,
SLICK OIL #7,-29.6709789,-1.318897009,36.08348799,80.78983317,-23.84846853,-17.21712658,-18.8547688,-1.037790687,25.57320896,-17.74935003,-26.20267323,-6.763901751,-6.434403722,-9.157812327,,-10.60447589,6.376291108,7.762980228,-48.78000017,3.776293285,-4.707752609,5.520006347,-11.22957591,-47.55960648,-18.12460018,-63.30675228,W,8/15/17,,,
SLICK OIL #8,-35.32742804,7.603400991,108.9346283,1110.133423,13.35948341,-34.25943306,-25.31130057,16.56194485,96.33773613,-22.85778258,-41.02047639,-7.728166447,16.91859995,-18.31902932,,-16.61694081,0.854927256,0.889167072,-47.67109387,3.801725818,12.21180608,7.014659433,-45.91552812,-80.32992308,-4.995003549,-45.8651737,W,8/15/17,,,
SLICK OIL #9,-2.371922383,-2.278260524,19.38598011,0.384423323,6.101196208,-15.32909614,-22.09325725,18.80118513,-18.78339411,-20.58966024,-11.5597114,-2.819156956,-27.47736855,-5.929434507,-0.72549879,-12.43711141,-5.951837228,-1.346146169,-70.87730472,7.470946658,10.46279818,13.69653761,-14.99444432,-13.00052747,-80.28185176,,Group 3,8/15/17,,,
SLICK OIL #10,-10.73359463,-2.304178955,16.77999968,-3.347806555,-6.7586481,-17.27779358,-23.78511196,13.44978039,-12.68526215,-17.07987301,-12.07181113,-5.207248815,-22.48348329,-10.43349715,4.485041329,-9.300904795,0.682525671,4.631790547,-43.63349301,3.949171451,9.060872848,6.936202938,-9.045377438,-17.38300573,-24.81684494,-58.63629916,Group 3,8/15/17,,,
SLICK OIL #11,6.30474246,1.369793392,14.48352713,12.480253,14.37495005,-18.48222947,-22.75633,37.39889053,-15.35668304,-18.09900943,-8.070214813,-1.629740666,-21.43529465,-2.342838069,5.596584322,-6.74913951,-9.761673578,-6.02792025,-66.78575945,9.382194684,25.52289139,13.25548903,-12.26798308,-13.22828647,-65.07115139,,Group 3,8/15/17,,,
SLICK OIL #12,15.23082598,2.317917412,18.67016342,20.03306089,25.95874934,-22.58151723,-27.41249845,29.06795421,-26.40923704,-28.01438359,-9.115820736,0.316291909,-32.47102434,-14.43710839,21.39002852,-17.20414546,23.00307519,-1.535865119,,9.692568295,17.57840459,26.19291381,-22.28021512,-14.64411635,-76.06644253,,Group 3,8/15/17,,,
SLICK OIL #13,-13.12146443,-2.853267446,13.93012358,-5.883869939,0.522408108,-12.85319536,-20.99155494,12.4277103,-9.283470523,-12.10625402,-10.57044643,-2.990838594,-18.08827787,-11.08736879,19.4114758,-13.7729659,-5.095029886,-0.189218536,-55.1454634,-0.29722359,12.68145738,-2.066503181,-14.00471968,-9.195576088,-37.82482393,-59.66161077,Group 3,8/15/17,,,
SLICK OIL #14,-14.91388014,-1.709790663,14.29469998,-3.057559727,3.488687409,-8.095127155,-18.61278051,7.516807473,-10.31472628,-14.33735103,-9.065719204,-2.148473097,-17.65687573,-13.43738081,18.61407029,-13.34790018,0.306802652,0.745315532,-36.58124511,0.794669309,6.592129238,-7.763105071,-12.18923744,-11.134193,-18.38499253,-42.51928153,Group 3,8/15/17,,,
WM001,26.68574456,6.513971163,5.680859612,46.25877167,65.52347615,-24.88123535,-4.285017615,13.02166802,-9.291965906,-16.20992408,7.693768831,-0.032059171,-1.368668249,-1.401350196,10.26626494,2.446070689,-6.94328933,3.578114569,16.29036686,3.038811494,9.609251861,11.41031534,-30.81808089,-16.24850062,-25.13378723,41.67067537,Group 4,4/28/18,,,
WM002,54.83033825,11.44716649,10.50359725,77.188519,105.3156744,-23.53119562,-4.951196094,35.54626852,-13.88876672,-19.34702452,13.10230134,4.975006774,-1.664616053,4.257304905,12.25514502,5.663281037,0.363620825,-5.545072923,1.042182894,7.748649363,25.70775574,17.17913425,-32.22890157,-13.57364653,-51.97692895,-4.293588194,Group 4,4/28/18,,,
WM003,16.49963292,4.600592545,7.728011668,41.53261225,40.91000264,-20.00788049,-5.261813101,9.102871016,-14.89764806,-18.45234704,2.032087259,1.087559154,-12.32881019,5.534705486,14.34607937,3.661192828,-2.073107761,5.20806277,-12.63857688,5.077976545,3.755426419,3.946138732,-18.31635826,-10.07908983,-12.62337155,-46.18397897,Group 3,4/28/18,,,
WM004,55.80694725,12.27823342,18.56676747,72.39964011,98.14687292,-26.52524872,-11.74407993,42.15614244,-26.74734263,-28.21313176,21.42843096,4.352484381,-10.19048848,3.641827298,6.371052906,6.331956129,-8.570865527,-5.049352805,19.04606276,9.730335863,29.45691787,22.44318152,-31.12831371,-12.32711258,-55.63539608,56.78221408,Group 3,4/28/18,,,
WM005,52.35916084,9.377025349,11.57577208,74.58218226,57.44099759,-25.0211924,-10.76635949,29.79685755,-27.34212917,-25.86790339,5.132840661,5.09325819,-22.87420867,5.131928718,12.3063784,8.252490418,-5.179128221,-0.255775888,-23.49859151,9.224204032,18.74945668,19.46621265,-13.52838903,-6.659538249,-53.40999837,-82.00719458,Group 4,4/28/18,,,
WM006,13.75204068,5.584696919,6.630052338,45.95286016,51.21518391,-21.32671967,-5.031921844,0.805418184,-12.37172797,-10.25059592,7.683011287,1.564160101,-4.72696365,4.308663183,15.05261673,2.434054964,-5.860392549,13.14645224,10.22783588,1.197132497,-0.458997419,0.439257932,-25.92399985,-2.483539222,-12.18638436,-48.06801595,Group 4,4/28/18,,,
WM-1,-13.50832369,-0.189925064,1.559067756,0.846657092,13.48019956,2.339832147,-12.03119254,-5.620277227,-4.077779049,-18.38086158,1.048314576,-3.590718567,-2.135120283,-8.841289025,41.72127417,-6.884662136,-4.224762303,7.208453743,2.1832578,-2.635016981,-3.136034067,0.775175182,-28.02983932,-12.42837164,144.7016734,10.47931659,Group 4,8/15/18,,,
WM-2,7.304405217,0.441216995,1.672275282,14.6651841,9.895960997,-0.160779136,-14.73563179,3.970149148,-21.65449518,-28.58713628,-11.00483406,-2.161508887,-29.60220323,-1.609211155,44.02179322,-5.662905126,0.53334917,12.31361821,-19.47641859,0.232643697,3.653942049,6.76060983,-10.40516415,-9.866007102,84.35254159,-37.61646842,Group 4,8/15/18,,,
WM-3,,,,,,,,,,,,,,-35.57464124,,-34.5710808,,,-43.54184016,,,,,-52.70881531,1039.508929,164.8414,Group U,8/16/18,,,
WM-4,-52.33941427,-4.502243297,228.6148354,1585.955483,32.6099227,-25.77550636,-26.83999073,-5.815276654,-40.68586648,-53.92166492,-37.57641662,-11.37460448,-62.61602714,-13.4008796,,-15.58069733,-44.45512313,10.47842837,-2.199812279,-7.214625776,1.43487174,-0.318202535,-67.30389385,-51.52367994,720.8482262,28.72792231,W,8/16/18,,,
WM-5,-62.2109129,-37.65203692,326.8274463,2702.03972,28.62165435,-19.34238097,-15.97792949,-10.4010497,11.71488651,3.536447778,-42.97794976,-12.08544748,-35.68201295,-9.234341681,,-8.211337285,-37.94397822,8.555091614,-15.16172182,-9.387791686,-1.189624752,-12.69800024,-70.1967346,-47.63164658,713.6772257,81.50730848,W,8/16/18,,,
WM-6,,,,,,,,,,,,,,-29.87288012,,-28.80442026,,,182.0535801,,,,,-88.4312395,1361.218564,151.8589784,Group U,8/17/18,,,
WM-01,-53.53990918,-5.015565687,153.1249013,934.063105,-16.39100794,-38.52957428,-15.19751894,-15.04907306,90.86149276,12.33242246,-44.39640872,-26.98694278,7.151862765,-14.61205611,,-11.68442182,-7.16471889,18.19565552,-9.813588822,-6.977019184,-8.743415167,-6.873678577,-45.75073128,-86.10247262,254.3826829,87.55455841,W,12/18/18,,,
WM-02,-65.54211229,-2.736461349,157.8436288,3982.799307,-38.74736797,-39.13719384,-13.56623378,-23.01148242,470.2266708,41.66526481,-58.40487301,-30.91529178,139.479613,-7.46915786,,-8.799742131,-11.44002789,33.60257248,-24.80689085,-8.366480446,-16.04280291,-4.879713207,-47.03437137,-95.54199075,208.2655671,-29.69917611,W,12/18/18,,,
WM-03,-58.63373525,-2.268768588,173.4029659,5847.616552,-6.420031365,-40.59650026,-14.49007295,-11.39007336,263.4947781,37.69268332,-38.09873676,-36.06625697,127.1832222,-7.710613886,,-6.835318813,-13.58045018,15.47476309,-19.26068563,-7.221343159,-4.562152064,-5.228953246,-57.70540861,-97.03518992,549.5377712,13.26113342,Group U,12/18/18,,,
WM 1,-66.53382922,,,2026.291668,-9.562899284,-47.66906203,-24.49715153,-15.74011847,,-86.77034278,-0.312387118,57.57398432,,-8.38113902,,-8.55064324,,12.58360287,-9.86207614,-11.50779366,-4.85145259,-6.489306263,-65.77431457,,,2291.956778,Group U,5/16/19,,,
WM 2,27.45801092,-15.2467656,22.68277467,76.03764327,78.0691828,-36.59146171,-28.02794897,14.10841482,43.59006699,5.775882507,-43.12382185,-26.81376973,-17.54189103,-10.49289138,,-11.57827329,-14.00669965,8.748106518,-31.24008795,8.62448097,4.972683508,11.54552203,-31.87555718,-80.87328868,26.55758846,-45.69707211,W,5/16/19,,,
WM 3,37.68715515,-11.730565,5.684924948,50.34785647,99.17957452,-41.06433606,-29.50433951,13.44978039,-14.35121945,-12.59405076,-10.94259968,-9.053911182,-22.98598518,-13.00724723,,-11.43352529,11.62637375,14.16785247,-23.90521557,7.243735355,5.710485864,9.394506454,-33.76705537,-25.74603555,-28.03101501,-51.07775239,W,5/16/19,,,
WM 4,26.73264145,-8.940485636,9.488351222,57.77597321,90.05097472,-40.79539407,-33.18788739,18.56757051,-5.228005151,-8.727591736,-17.59560688,-10.78857773,-21.14868249,-15.38241355,,-12.80517789,15.14412432,15.25732191,-33.69543882,-2.665906887,21.7271001,-8.031995373,-31.02437784,-36.04738894,-32.27933032,-69.88642649,W,5/16/19,,,
WM 5,34.97725915,-15.16586368,23.68678503,117.9808846,96.03262329,-30.30773269,-20.89558355,20.6789626,49.61432551,18.98660945,-30.6864573,-27.92653886,4.7055838,-14.92814363,,-13.73075839,13.10194552,-5.075038419,-24.18475678,3.386684931,16.64155474,11.85880583,-37.80210269,-84.21223541,93.99583885,-51.49569574,W,5/16/19,,,
WM 6,39.05516221,-11.19511067,9.416704356,39.42648918,62.03246238,-35.76869394,-27.80152467,12.05567085,-14.99232968,-15.72692594,1.363689659,-7.531800909,-13.00003225,-14.74683831,-27.71475128,-17.11922663,12.54126716,7.472513974,-23.68842131,2.33131045,9.423763036,16.20841953,-26.1407245,-23.84189874,-25.00402198,-44.79803212,W,5/16/19,,,
19011-1,-16.81991113,-13.67545154,99.08343181,32.037829,-8.929183808,-19.24451366,-20.24236789,9.116447779,2.705332569,11.62006561,-55.14763004,-16.49378869,-53.48886306,-11.19934474,,-13.70383291,-16.79255368,2.264504999,35.09631105,-0.148944625,9.200317602,10.80353408,-19.55700781,-75.29804294,,1.20571794,Group U,9/11/19,,,
19011-2,-25.73587195,-3.210917635,32.94595505,-4.403724242,-19.01376489,-15.67504467,-28.65977067,-2.989734954,-33.61011962,-30.90156427,-1.306018055,-0.621823477,-33.84371271,-15.0662473,-3.315057242,-16.10020073,-8.538346984,9.178650709,-5.755200319,-1.026756101,-2.054107475,0.32336648,-11.58364597,-24.43234222,104.211722,-42.46421559,W,9/11/19,,,
19011-3,-37.45699178,-7.329953015,41.12818283,-2.026053186,-31.25209027,-18.40958998,-22.44486359,6.345596716,-21.49131246,-22.92449152,-4.55257675,-5.021395923,-24.3410182,-14.95434512,-11.6693835,-17.96774359,11.77533623,-2.495528651,-41.99968122,-3.188227112,9.768487675,-10.43224582,-3.895267363,-31.12371765,-35.56743294,-84.20545389,W,9/11/19,,,
19011-4,-22.25402256,-12.41565713,35.5025415,-0.173556646,-30.06636248,-27.12750077,-29.05612112,-6.103303331,16.19753497,-5.089222449,-23.83248657,-6.090043109,-10.639568,-16.67661203,4.780196813,-15.73559513,-26.54884344,26.09443026,-15.05377785,-6.080435777,-0.096526872,10.1500401,-7.357079558,-45.09094922,62.53394553,-47.38945784,W,9/11/19,,,
19011-5,-28.08339925,-9.777495777,69.12729157,12.28876465,-3.446852321,-10.211174,-14.89262429,-0.939552339,-13.5156216,-9.99891146,-20.39444641,-10.2665257,-30.48802917,-17.21103903,17.26378739,-18.04046722,-26.62909287,-4.944656859,-0.888891882,-2.299139401,1.318380357,1.50744934,-29.93321227,-52.34695411,122.7467323,-36.88848442,W,9/11/19,,,
19011-6,-26.63262634,-8.035008407,46.97500211,5.988846879,-4.905836912,-19.61762244,-23.80863507,-0.976211921,-18.65099629,-18.14853384,-21.52584394,-11.02113107,-35.54487439,-20.8136441,2.055156647,-15.7515866,-35.69684086,5.419516494,2.250821445,-1.530379351,0.490177363,1.659167947,-26.96116382,-47.36856679,137.757015,-24.64219455,W,9/11/19,,,
19011-7,-33.58636513,-9.138414541,24.98508133,-7.958776042,-40.02477844,-17.61749895,-20.89558355,-2.734078808,-20.32147851,-19.15242423,-23.86230239,-5.670796281,-38.74809881,-11.08615102,-17.72095179,-13.32423362,-18.52604214,6.736400865,-35.31058703,-3.474370283,0.694187599,-1.58961098,6.153936147,-29.32024027,49.02768879,-68.06324294,W,9/11/19,,,
19011-8,-29.1483289,-3.93850453,24.67321043,-12.44019775,-15.60518105,-10.2792391,-14.0672193,16.76702543,-37.78838319,-34.90955758,-21.01909614,-3.576476287,-50.38966558,-14.96690957,-8.864836183,-17.1073082,-13.87437783,-16.82434878,-14.71846382,-1.313228364,18.23542495,1.207349423,-19.99258823,-27.67953926,100.1576321,-32.69285921,W,9/11/19,,,
19011-9,-27.94493954,-2.995830785,28.44863977,-13.31331946,-25.25551647,-15.73852991,-21.11999324,-2.675785876,-37.54227388,-32.65206216,0.165646638,2.373869612,-36.8339769,-15.0662473,-20.87908102,-17.66412243,-25.03625438,6.426210801,-25.25174879,-2.526350705,-0.225394023,7.038632251,-14.2012354,-21.4512857,54.60923327,-63.60120243,W,9/11/19,,,
200208-1,-12.54483556,3.694314106,8.486290204,22.05057126,40.29121454,-12.23811138,-10.59683386,-13.25091271,-12.40684751,-24.44386229,-10.13434049,2.661178225,-20.52281259,-1.655654765,-6.176697582,-4.712139332,-1.386293349,23.06363595,-37.99684231,-3.710241182,-9.973336093,-6.066928817,-37.54523469,-8.463477521,-15.30983614,-37.59911878,Group 3,2/8/20,,,
200208-2,-6.745382504,3.491204076,-5.986007398,30.30216573,7.402121745,-5.532462634,-5.077553952,3.222651344,-9.58008282,-21.15104634,-10.93331609,4.141391883,-18.68738,8.269086778,-15.23703474,1.362197684,-7.265106964,2.479706936,-21.08689022,-2.602087806,5.903839159,-3.716445631,-14.15716824,-6.92546549,-20.34050582,-51.17810572,Group 4,2/8/20,,,
200208-3,-24.47914005,2.350421723,6.720898587,10.34654106,17.25191141,-4.384419645,2.57088285,-14.82001765,-24.3362964,-32.5713699,-5.696696666,2.544269808,-27.95678788,-8.409079773,2.783330558,-6.150435332,-10.16416388,2.686736647,6.809918493,-8.551853573,-6.921584774,-0.778550602,-41.98165264,-18.6588446,47.52449771,41.77492164,W,2/8/20,,,
200208-4,-11.6746541,4.366453951,4.454352466,23.65953559,23.54866834,-9.235356845,-8.632306288,-9.223866642,-17.77717068,-30.83116342,-10.20745604,4.657426636,-25.45624603,4.832517621,-3.794207187,2.446070689,2.007589124,19.86038307,-22.0531732,-1.055319807,-8.321906692,-3.887356256,-28.07030447,-11.78375163,-10.65919105,-36.26030469,Group 4,2/8/20,,,
200208-5,-13.07018226,2.739372037,-0.177799937,21.76888159,15.5011793,-6.483290422,-0.482188082,-14.19470044,-13.28268586,-29.204167,-6.656652142,2.737295373,-18.27258583,7.19989665,-11.34602554,2.144351987,0.322838911,23.50110752,-39.98270858,-1.094353485,-13.30793113,-5.114733336,-23.32501983,-17.20695477,-26.13325273,-37.91383322,Group 4,2/8/20,,,
200208-6,-24.19128966,6.184428837,0.492224478,11.1182886,40.71407738,-7.346654023,-7.944037409,-30.1509744,-29.40370197,-38.12879297,-6.789515506,0.665518157,-33.56066758,-0.558825238,13.28007848,0.465502397,-6.400489833,45.17132566,7.618893023,-7.480632683,-24.557853,-13.27570674,-43.8276667,-22.23457962,53.44137956,15.06951492,W,2/8/20,,,
200208-7,-28.73531608,3.092428299,3.775605635,20.09400599,6.966022019,-3.896260189,-4.897435459,-16.28024591,-18.83370528,-31.19256585,-16.58247962,-0.575885953,-31.63850314,4.197882103,11.848749,-4.507260508,-5.918287112,18.34699439,-18.69558386,-8.013847949,-9.052276298,-16.56666855,-28.21058684,-33.43750783,15.40305706,-22.73064351,W,2/8/20,,,
200208-8,-9.886323479,7.676579249,-3.391230697,23.20388565,25.55343884,-3.10388542,1.661362096,6.952397041,-18.74995242,-33.02265931,-11.17867886,3.963862316,-27.13492447,10.35269506,-2.568801123,4.104807285,-2.640245503,-0.899748641,34.48229093,0.562205307,6.277682457,-1.078639271,-28.68911577,-13.88739997,-12.31609428,-34.46526582,Group 4,2/8/20,,,
2020 07 31-1,-43.02848915,-6.440581112,12.81856916,-22.04680172,-66.14981829,15.46032345,-3.777071464,-24.69326042,101.8297008,38.55708122,-20.89254373,-4.107052794,61.20594841,10.28434991,12.10374226,11.11600523,0.617292639,28.99234353,10.76816841,-3.294117006,-22.18428861,-3.146054946,64.24090531,-20.32289788,140.1414626,-47.75627947,Group 3,7/31/20,,,
2020 07 31-2,-32.04682949,-6.012706861,8.022177732,-23.9252447,-57.44476719,10.61583435,-1.170845939,-29.23418084,78.50245498,18.7274864,-18.08399499,-3.89907214,47.63574643,9.572192676,17.77608187,9.797745845,-20.67035735,44.43208097,27.35783741,-6.511759789,-24.35976053,-3.528197163,51.23850031,-23.88112049,159.211292,-26.27657354,Group 3,7/31/20,,,
