Sample,MP2/Perylene,MP2/Benzo[e]pyrene,28S TAS/Tm,27dia S/Tm,Bsnh/Hop,C1-Phenanthrenes/Anthracenes/Pristane,C2-Phenanthrenes/Anthracenes/Phytane,C1-Dibenzothiophenes/C1-Phenanthrenes/Anthracenes,C2-Dibenzothiophenes/C2-Phenanthrenes/Anthracenes,C1-Dibenzothiophenes/Pristane,27bb R/Hop,Type
SLICK OIL #8,1218.414411,36.77950967,-34.18916165,-22.97053813,18.05784824,73.50330584,-30.14018377,-39.02026054,-5.876095853,5.984590028,-14.57093533,W
SLICK OIL #9,9.366676309,28.02166309,-15.23858971,-19.65164053,20.32582592,-28.22903081,-28.08617735,-8.560371015,-0.868553237,-34.2595501,-1.612819294,Group 3
SLICK OIL #10,5.300491901,12.50497983,-17.18937015,-21.39651838,14.90574367,-22.84012252,-24.90772204,-9.08983796,-3.304578626,-29.7326837,-6.32355982,Group 3
SLICK OIL #11,22.54482333,38.00477133,-18.39509348,-20.33549414,39.16220587,-25.20085237,-25.83064965,-4.95253257,0.344736893,-28.78251971,2.138355263,Group 3
SLICK OIL #12,30.77344554,51.98177917,-22.49876305,-25.13758807,30.72435408,-34.96797455,-34.80998989,-6.033598894,2.329830029,-38.78620849,-10.51088473,Group 3
SLICK OIL #13,2.537505233,21.29029948,-12.76004239,-18.51541059,13.87055679,-19.83396535,-20.40362402,-7.537556373,-1.043680851,-25.74850971,-7.007435665,Group 3
SLICK OIL #14,5.616709594,24.86941096,-7.996888188,-16.06208478,8.896629649,-20.74528422,-22.42410038,-5.981798232,-0.184407482,-25.35745149,-9.46528266,Group 3
WM001,59.34579499,99.72056352,-24.80093939,-1.285286222,14.47213709,-19.8414727,-24.11989827,11.34606661,1.974486883,-10.59248687,3.123045182,Group 4
WM002,93.04309137,147.7338148,-23.44945658,-1.972342902,37.28580815,-23.90365735,-26.96084928,16.93802265,7.082054133,-10.86075819,9.041358939,Group 4
WM003,54.19674566,70.02195572,-19.9223753,-2.292694722,10.50304802,-24.79520398,-26.15063138,5.492376282,3.11657807,-20.52765673,10.37737559,Group 4
WM004,87.82571052,139.0839417,-26.44671008,-8.978117407,43.9805102,-35.26675786,-34.98997578,25.54652242,6.447036535,-18.58930689,8.397638917,Group 4
WM005,90.20354338,89.96824795,-24.94104604,-7.969754967,31.46261183,-35.79236965,-32.86614232,8.698287809,7.202679078,-30.08686917,9.956116608,Group 4
WM006,59.01251096,82.45618354,-21.24262422,-2.055598616,2.09910942,-22.56305293,-18.72314427,11.33494424,3.602745302,-13.63672074,9.095073895,Group 4
19011-1,43.85238294,9.886012264,-19.15819249,-17.74274383,10.51679902,-9.239481524,1.082876951,-53.62651872,-14.81766075,-57.83849805,-7.124549847,Group U
19011-2,4.150092226,-2.282039441,-15.58490803,-26.42395011,-1.744749,-41.3313816,-37.42461413,2.041063355,1.37288489,-40.03052561,-11.16889293,W
19011-3,6.740513849,-17.0487982,-18.32237635,-20.0142663,7.710388102,-30.62201341,-30.20059524,-1.315598267,-3.114995314,-31.4165054,-11.0518559,W
19011-4,8.7587691,-15.6180995,-27.04960589,-26.83272229,-4.898275509,2.683553579,-14.04901622,-21.24936181,-4.205092274,-18.99638933,-12.85315246,W
19011-5,22.33620088,16.50099136,-10.11519692,-12.22533793,0.331744732,-23.57390967,-18.4952194,-17.69472487,-8.465404787,-36.98865934,-13.41210271,W
19011-6,15.47257558,14.7405811,-19.5317001,-21.42077872,0.294614678,-28.1120311,-25.87549885,-18.86449231,-9.235156521,-41.57259781,-17.18002048,W
19011-7,0.276939534,-27.63392042,-17.52943863,-18.41643143,-1.485811879,-29.58823324,-26.7846197,-21.2801888,-3.777430368,-44.47626264,-7.006162009,W
19011-8,-4.605473302,1.83075653,-10.18333478,-11.37406455,18.26556073,-45.02370563,-41.05424373,-18.34055881,-1.641073402,-55.02913174,-11.0649969,W
19011-9,-5.556720682,-9.813334531,-15.64846113,-18.64787418,-1.426770842,-44.80621927,-39.00986103,3.562637692,4.428707218,-42.74114585,-11.16889293,W
200208-1,32.97147982,69.27532623,-12.14430093,-7.794916356,-12.13761408,-22.594088,-31.57653394,-7.086660456,4.721782659,-27.95537128,2.857071341,Group 4
200208-2,41.96141502,29.59135935,-5.431484383,-2.102660846,4.547364259,-20.0960811,-28.59456732,-7.912732306,6.231707011,-26.29158492,13.23722941,Group 4
200208-3,20.22018993,41.47611183,-4.282214228,5.785479871,-13.7268562,-33.13612062,-38.9367863,-2.498519561,4.602527668,-34.69413503,-4.206248021,W
200208-4,34.72441196,49.07377635,-9.138336692,-5.768820006,-8.058886721,-27.33983296,-37.36085928,-7.162255629,6.758099559,-32.4274392,9.642966437,Group 4
200208-5,32.66458497,39.36367912,-6.38332853,2.636724935,-13.09351396,-23.36806478,-35.88745503,-3.491030711,4.799427622,-25.91558153,12.11897737,Group 4
200208-6,21.06099232,69.78555238,-7.247614998,-5.058980609,-29.25456354,-37.61417785,-43.96957596,-3.628399968,2.686065911,-39.77395033,4.004231075,W
200208-7,30.83984392,29.06516158,-3.793532968,-1.916897394,-15.20582438,-28.2734907,-37.6881445,-13.75348006,1.419744467,-38.03154313,8.979209405,W
200208-8,34.22799111,51.49273167,-3.000311214,4.84745451,8.324975829,-28.19947845,-39.34547297,-8.166416239,6.050614088,-33.94913075,15.41644821,Group 4
2020 07 31-1,-15.0716623,-59.15638359,15.58374131,-0.761420912,-23.72680771,78.35654516,25.47697687,-18.20971453,-2.182299586,46.13026807,15.34496691,Group 3
2020 07 31-2,-17.11818564,-48.65287224,10.73407384,1.926484369,-28.32600426,57.74229982,7.519341011,-15.30591742,-1.970144365,33.82912613,14.60013092,Group 3
2020 07 31-3,-6.941748456,-57.30472605,11.55326214,-3.956094594,-22.48429439,105.1206639,2.190715059,-13.06871523,-2.013482055,78.62198744,11.83315339,Group 3
2020 07 31-4,-10.73064234,-53.7913751,10.48914114,-4.171681362,-21.8585589,71.78220337,20.6848801,-18.64033012,-2.399246866,40.00280997,19.07148394,Group 3
2020 07 31-5,-17.85133234,-57.62642301,13.96944325,-0.424205214,-24.50144256,76.98457174,19.03166256,-18.26348855,-2.589873337,44.910853,18.82150222,Group 3
2020 07 31-6,-16.13182826,-58.08382667,13.24871623,2.880619144,-25.24413208,76.91433977,25.14710442,-17.8948195,-3.354474018,45.50670354,16.79187336,Group 3
WM 1,2216.54917,9.12137141,-47.61312444,-22.13087345,-14.65876518,,-88.01925259,3.068392027,60.73679286,,-4.177025151,Group U
WM 2,91.78923694,114.8582084,-36.52368305,-25.77232696,15.57283071,26.89028507,-4.209601946,-41.19493829,-25.34478337,-25.25321995,-6.385679475,W
WM 3,63.80076518,140.329999,-41.00133854,-27.29498795,14.90574367,-24.312326,-20.84537163,-7.922330729,-7.228450797,-30.18819255,-9.015411549,W
WM 4,71.89353906,129.315434,-40.73210907,-31.09397913,20.08921319,-16.25015786,-17.34391516,-14.80096625,-8.997935387,-28.52271099,-11.4995671,W
WM 5,137.4854988,136.5328889,-30.23323723,-18.41643143,22.22770193,32.21391154,7.754002259,-28.33577627,-26.47988789,-5.086287574,-11.02445211,W
WM 6,51.90216974,95.50830763,-35.7000358,-25.53880646,13.49374275,-24.87887396,-23.68249626,4.801310824,-5.675788886,-21.13610735,-10.83482723,W
SHEEN:13AUG20201307,-15.02958206,-54.96005733,-16.89782103,22.75817461,-19.29933631,71.47786482,41.27495304,-0.057308187,-3.16175275,71.67557682,16.3176979,W
SHEEN:13AUG20201300,-19.81599335,-59.37930949,-7.887286619,37.68436586,-16.8364816,44.56303236,21.37149148,-2.421422093,-4.66570082,41.30617465,24.23931058,Group 3
20200203-1,98.55319193,31.62006685,-7.955506268,6.587111592,-0.487664363,,53.65635342,-62.97658676,-28.94542709,,17.33684056,W
20200203-2,11.03231084,13.7234443,-11.99207514,36.73776837,-4.641610659,-26.07627952,-24.45399226,-2.815678974,5.308245041,-28.03365826,74.20168589,Group 4
20200203-3,15.10998814,11.02359616,-13.8103998,17.22446909,-5.914870432,-29.69779512,-24.70190647,3.361349766,-3.083339025,-27.20919477,46.19788641,Group U
20200203-4,41.13510806,30.75047568,-11.08942976,4.539983969,6.840661281,-0.181082459,14.62308247,2.60347249,8.114536186,2.594557074,32.65445322,Group 4
20200926-1,14.50122984,9.844365192,-8.286813961,15.09814358,-2.872126108,-24.40823578,-14.91540159,2.343034442,-2.934891496,-22.50348433,32.65445322,Group 3
20200927-1,47.93985686,26.77153341,-15.90728811,11.97698586,-2.204050785,151.6215911,23.07039533,-17.05820878,-20.27936365,109.0598912,45.81461723,W
20200927-2,51.61481223,22.07657955,-10.53889991,16.59606571,-1.93963884,53.89092256,-25.42768418,-19.24517707,-11.12096335,24.48897127,25.93003393,W
20200927-3,122.3389987,22.57882365,-13.6678363,-3.581968632,-5.369700008,,88.05948459,-49.65107617,-28.75478332,,24.69518603,W
20200927-4,29.94828367,39.34503205,-3.965607529,-13.04467383,0.071929207,-7.711391271,-4.168490188,-2.850905271,4.70648364,-10.18760811,1.605655299,Group 4
20201013-1,43.16674385,40.75105264,-5.591905953,-18.80195902,12.75119775,-1.353010455,-13.86892604,-7.950904981,3.864657852,-9.039515485,-0.531264248,W
20201001-1,49.8270412,42.44829896,-6.703706566,-5.89057497,8.896629649,8.702568898,10.67975901,-6.100038874,-0.96413397,2.247953841,11.41070354,W
20201001-2,30.2636368,17.70666428,11.85523353,3.17000434,-5.029114765,-19.89374613,-34.64383014,-14.54746294,-2.486793838,-31.42895159,18.04798281,W
20201001-3,117.8768074,39.54672601,-4.735774856,-6.140756403,-0.143701079,39.35501994,10.75832393,-14.02090375,-7.513901718,20.02311647,-0.467601672,W
20201001-4,35.51521986,21.7977583,-10.91026488,11.156022,-0.599857132,31.31508349,59.12021027,-3.636954926,3.132483903,26.75775391,26.37991282,Group 4
20201001-5,54.58910928,32.43535426,-15.83331589,-7.097982368,3.102008992,4.940900586,0.673760014,-5.601387119,-0.535201442,-0.766158177,11.26320481,Group 3
20201001-6,52.99675374,44.94881508,-6.178887807,-7.379323827,-2.504217495,9.393321008,12.8264351,-4.300471656,1.085980499,4.869696247,5.716358824,Group 4
20201001-7,120.8893869,49.40313561,-10.1554952,-4.936697351,-4.878328632,1.954952628,-24.5188108,-19.28755158,-4.694774034,-17.56754109,13.78480267,W
20201001-8,39.73085147,41.72734527,-5.331411879,-12.38553725,-0.329653219,6.826250333,16.83133706,-2.184298987,3.335964853,4.673311048,3.896031657,Group 4
20201001-9,,,,,,-74.3442603,-93.50135216,-85.29156146,73.03910699,-96.21992413,,Group U
20201001-10,29.2971297,24.77984661,14.48294377,5.000457707,0.115895472,-33.4050063,-33.20248744,-3.716200851,3.958706606,-35.76907061,17.50332578,Group 4
DC-2 Piston Core (0.0-0.5),-43.08205401,-81.82417718,-34.46567777,-14.02961845,-57.77048961,-23.35023658,-25.01560185,-9.558818954,-8.236837202,-30.5573238,-10.6773374,Seds PC & Box
DC-2 Piston Core (0.5-1.0),-35.32205222,-79.77215057,-30.68177287,-3.24259794,-59.1170939,-25.0624849,-26.59844831,-11.11487003,-7.53898318,-33.27665576,-12.7551627,Seds PC & Box
DC-2 Piston Core (1.0-1.5),-44.49844094,-74.31844613,-33.6413344,-11.89431645,-52.09129077,-20.74037133,24.06720056,14.97511759,1.15337295,-8.713763733,-11.33809504,Seds PC & Box
DC-3 Piston Core 0.0-0.5,-26.95385248,-76.49086806,-16.51297455,-1.591688168,-50.01216721,-22.51050132,-34.67341523,-14.26544957,-8.658849133,-33.44998897,-23.45267047,Seds PC & Box
DC-3 Piston Core 0.5-1.0,-29.84092179,-77.37401298,-15.58258894,-5.02729135,-57.74074407,-20.10600151,-32.25610686,-13.58332591,-9.093205555,-30.83902448,-22.68189727,Seds PC & Box
DC-3 Piston Core 1.0-1.5,-51.2658395,-69.17550633,-24.38080653,-17.16535169,-49.25880448,-15.01931278,-11.65477252,-4.270021806,-4.769445879,-18.50750687,-24.39905782,Seds PC & Box
DC-3 Piston Core 1.5-2.0,-32.74034792,-76.38775925,-13.99612148,-2.612344816,-58.04547052,-18.91068431,-30.96330083,-12.66408365,-8.956180054,-29.05759252,-22.8523162,Seds PC & Box
DC-3 Piston Core 2.0-2.5,-29.05937613,-76.37368511,-18.54098231,-6.68147066,-56.01797433,-22.66757463,-31.8437993,-13.94201271,-8.516944536,-33.3343341,-20.30106282,Seds PC & Box
DC-3 Piston Core 2.5-3.0,-34.22148943,-74.09445883,-16.46889283,-9.808641282,-53.67725591,-21.7223349,-33.0829315,-12.42951461,-9.605242554,-31.33348198,-21.13649864,Seds PC & Box
DC-3 Piston Core 3.0-3.5,-31.92560894,-74.22565627,-17.53294862,-9.555294769,-48.47123174,-19.81531374,-26.97348362,-12.42054787,-8.030972849,-29.65340776,-21.24148,Seds PC & Box
DC-4 Piston Core 0.0-0.5,-32.41444745,-77.24582845,-16.39126909,-6.62630018,-53.47126195,-20.42225398,-31.47454853,-14.4889327,-9.607208469,-31.83469744,-21.15739823,Seds PC & Box
DC-4 Piston Core 0.5-1.0,-42.35710355,-74.83153584,-18.54098231,-11.97484445,-51.50261179,-16.109974,-28.11383519,-14.11304301,-8.392947231,-27.82497376,-21.26624179,Seds PC & Box
DC-4 Piston Core 1.0-1.5,-32.04131066,-76.83377079,-15.84386207,-7.645819802,-53.89316701,-22.63037769,-31.81717579,-12.91710996,-8.021370021,-32.507935,-20.92289685,Seds PC & Box
DC-4 Piston Core 1.5-2.0,-33.62412105,-77.89462781,-16.33938724,-11.56415166,-53.27103583,-21.43442564,-33.09857697,-13.16800853,-9.348943351,-31.66212705,-18.97916418,Seds PC & Box
DC-4 Piston Core 2.0-2.5,-38.10451724,-77.72039059,-24.24350093,-14.00743254,-53.98489148,-16.64704203,-28.77387784,-12.6865128,-8.535686264,-27.09593309,-21.98806623,Seds PC & Box
DC-5 Piston Core 0.0-0.5,-24.42455426,-75.98585345,-21.49460739,-12.33132037,-48.43597429,-17.70178396,-27.61168004,-14.44462166,-8.079565928,-29.46784666,-22.10605627,Seds PC & Box
DC-5 Piston Core 0.5-1.0,-32.20886666,-78.99541356,-13.89399137,-3.206966745,-52.80686153,-16.54265416,-27.32979034,-14.55946109,-8.37025448,-28.57044351,-24.61191115,Seds PC & Box
DC-5 Piston Core 1.0-1.5,-20.8577473,-75.14391926,-16.5228535,-8.963097294,-55.29935652,-16.56441618,-26.65490704,-14.26031146,-8.509825786,-28.3390409,-20.82179178,Seds PC & Box
DC-5 Piston Core 1.5-2.0,-27.80136757,-77.71436783,-11.68504426,-3.148272134,-51.65345709,-7.100657831,-18.05334681,-13.84093869,-8.793272109,-19.82056286,-18.67233794,Seds PC & Box
DC-5 Piston Core 2.0-2.5,-25.73932235,-77.59575786,-13.92938875,-2.590048919,-55.64338292,-15.27683001,-26.70451534,-14.73957401,-9.509718401,-27.63990959,-21.37078478,Seds PC & Box
DC-5 Piston Core 2.5-3.0,-26.70521063,-77.08519167,-16.62812102,-9.198740701,-53.12919351,-16.47548937,-25.27846879,-13.60617458,-9.505053232,-27.71535541,-20.01354861,Seds PC & Box
DC-6 Piston Core 0.0-0.5,-24.93115245,-77.56488503,-18.08372795,-4.171681362,-47.71892853,-16.0025604,-27.37799354,-14.68275025,-8.885085605,-28.21192611,-19.7068521,Seds PC & Box
DC-6 Piston Core 0.5-1.0,-21.43655834,-76.05157308,-20.35998312,-7.969754967,-52.62471603,-10.82232977,-23.274105,-15.14356454,-10.37324908,-24.19631602,-19.31980322,Seds PC & Box
DC-6 Piston Core 1.0-1.5,-20.81238889,-76.35537483,-17.40627931,-7.024885921,-55.84190462,-11.73324779,-21.85093016,-15.41449957,-9.089198203,-25.21018212,-17.20235371,Seds PC & Box
DC-6 Piston Core 1.5-2.0,-23.82585777,-76.87998782,-14.66367429,-4.278394412,-52.20200928,-6.833552189,-18.16216389,-14.32170484,-8.749295866,-20.038716,-22.6735586,Seds PC & Box
DC-6 Piston Core 2.0-2.5,-24.37495057,-76.76525274,-18.12332351,-8.039625606,-54.47891625,-11.51151045,-26.81045981,-13.74713062,-8.499293937,-23.5443228,-19.13920279,Seds PC & Box
DC-6 Piston Core 2.5-3.0,-30.17277791,-74.93887335,-18.72380028,-7.557841031,-51.79040822,-13.37169066,-23.22159322,-13.81679069,-9.815349766,-25.21200217,-19.76545168,Seds PC & Box
DC-6 Piston Core 3.0-3.5,-33.36388653,-73.51478247,-15.85249602,-6.014533644,-55.15367803,-9.848691149,-15.34988586,-10.5511619,-7.990008291,-19.22143279,-21.29068442,Seds PC & Box
DC3-BOX,-48.66416442,-85.63613226,-34.73964144,-15.30250914,-57.09881665,-80.59647765,-74.9825604,-6.712324285,-7.665022794,-81.86764331,-14.02245791,Seds PC & Box
DC4-BOX,-41.48706714,-83.87982944,-31.07391573,-9.886214125,-55.09995158,-52.76665715,-42.60566853,-11.11487003,-8.250510238,-57.94407394,-12.09644666,Seds PC & Box
DC 3-1,5.995633389,43.52068909,-2.549120859,12.09275804,-27.03131955,-2.143451076,-13.95377562,1.434784288,2.5685447,-0.567991707,-4.270756251,Seds DC
DC 3-2,6.194729832,54.20360317,0.580082582,17.89647471,-29.22421632,-10.18717411,-0.11373665,1.343346682,3.920061553,-8.823480652,0.102150759,Seds DC
DC 3-3,3.507792009,55.25611701,-2.018920211,16.57646836,-35.23389654,-13.67706759,-8.37119791,-0.988995105,0.638576575,-14.38318672,1.728875169,Seds DC
DC 3-4,-1.614389314,52.00532465,-4.39369546,9.137807338,-36.40436829,-16.33098329,-12.40952911,-0.53199282,-0.120953076,-16.63236377,1.847001899,Seds DC
DC 4-1,23.3330193,102.2944217,-8.437711,2.423789961,-12.23153888,-14.180972,10.04173369,8.42385971,5.377149018,-6.790997472,-3.313080743,Seds DC
DC 4-2,36.07297294,82.17290627,-10.79950399,6.244440229,-1.800862793,-24.72144857,-17.81601289,3.424504695,3.229432931,-22.00906824,6.074792557,Seds DC
DC 4-3,23.92207363,82.21487366,-4.813389509,10.76626243,-15.39383807,-18.76189658,-8.352402258,2.625650253,2.855413246,-16.48488116,8.199308534,Seds DC
DC 4-4,40.66421793,72.55042589,-8.175138848,7.540668694,0.923502504,135.3760615,928.3271387,48.02836722,16.64899634,249.0250887,5.567402601,Seds DC
DC 1-1,12.21815689,35.56379637,-7.464207106,3.528808528,-21.01832835,28.95770596,114.9421816,8.19558194,3.761906948,39.76751113,-15.05326392,Seds DC
DC 1-2,31.21183733,78.96785492,-6.035370179,3.63877721,-7.748629093,-12.63560306,16.38068819,8.58215716,5.104708097,-4.974020594,-4.029633999,Seds DC
DC 1-3,36.68351384,85.11690785,-12.51689305,3.916580394,-5.515061452,-24.44795514,-17.66130934,2.349344513,4.288017379,-22.53942891,6.935732698,Seds DC
DC 1-4,3.870848122,-2.29498729,-8.058387594,2.797650902,-27.45199516,15.48762304,81.3028564,9.738590441,6.18054623,26.95336773,-4.051393872,Seds DC
DC 2-1,14.88690226,23.72485533,-5.365811802,11.40042042,-19.98132053,-7.170679947,57.95840967,17.40352138,2.679190379,9.173114061,-36.87459791,Seds DC
DC 2-2,31.22250938,64.39175185,-9.533904131,-1.52449024,-22.14627292,-17.44680498,148.7557177,51.07060777,31.9649228,24.92900135,-22.78121559,Seds DC
DC 2-3,19.43849748,46.27491823,-6.360813349,7.806858468,-24.86592034,-0.94405574,-12.90632016,8.533898423,7.869664073,7.694952904,0.450365797,Seds DC
DC 2-4,11.04288105,52.66026789,-5.480585377,9.351754259,-31.10473231,-12.15249441,-0.17332603,1.726225914,1.152172345,-10.4817111,3.044084198,Seds DC
S-1 CTRL,,,-83.62563665,-73.64721237,-55.97225497,85114.7938,75706.07236,-17.72574835,2.976419615,70130.91779,-62.64538062,Seds 2007
S-2 MS6,,,-53.76650348,-40.10730085,-63.23377541,84213.04995,73901.16588,-20.28792227,-10.93931277,67223.75562,-44.48055808,Seds 2007
S-5 MS30,,,-81.18404211,-77.93720106,-55.10896585,237284.0684,177502.7981,-37.45667748,-4.329339885,148624.2965,-70.0412737,Seds 2007
S-3,,,-42.93052773,-31.72232297,-43.13802341,66854.48084,166094.285,58.09562082,87.95274903,105934.9151,-33.11540174,Seds 2007
S-8,,,-40.66701279,-23.33734509,-57.02997857,86425.79063,84664.97182,-26.1951566,-7.228450797,63870.51471,-23.17309659,Seds 2007
MC21 B1,0.623738335,-42.83571835,-17.83806341,26.77047454,-62.12154918,-43.46833009,-50.44130876,1.136523526,0.731666529,-42.72709115,8.259664987,Res Oils
MC21 B2,183.9474521,-95.23559675,6.424275017,42.11520462,-74.96861784,32.76248085,-14.17546603,-12.23411131,-4.937795262,16.72140849,39.03283146,Res Oils
MC21 B3,377.6989006,-97.15721349,13.402916,55.40460353,-66.57686983,77.50722828,13.82981885,-16.79177851,-7.067108973,47.95569548,35.98261213,Res Oils
MC65 B4,198.2488328,-87.80989679,-5.487495112,25.65973553,-62.46992482,5.541405328,-24.88881663,-6.115407619,-5.77435128,-0.741752412,33.34737614,Res Oils
MC22 B5,-9.455121182,-61.3680449,-32.26544192,12.05730808,-67.5554489,-46.92159272,-53.59214556,-2.14504535,-4.249547841,-47.97044539,14.4265108,Res Oils
MC21 B6,46.26787673,-49.68063835,-24.55533976,18.39153184,-75.46237909,-49.38241248,-57.33856354,-1.414295404,1.38143776,-50.01211146,21.86464014,Res Oils
MC22 B7,27.59624893,-47.20666787,-28.20885633,13.20836152,-67.0987899,-52.10179447,-59.02359971,-1.645581515,0.073782056,-52.80863669,19.31328506,Res Oils
MC22 B8,37.56986703,-52.87865152,-28.92676777,22.85071408,-70.04645746,-49.51921157,-57.94992574,-2.375523128,-0.867859631,-50.63328208,20.09965675,Res Oils
MC22 B12,-7.9454092,-58.56491382,-29.53837309,16.65254942,-61.47265641,-44.8588577,-52.01043564,1.430039023,-4.270968524,-43.97372392,21.17382709,Res Oils
MC22 B13,-9.060787278,-47.97772099,-31.75640806,7.806858468,-59.42834236,-43.6552292,-49.47506606,0.332295274,-2.589873337,-43.37036403,18.00280396,Res Oils
